Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,LONGITUDE,LATITUDE
122764,12/11/18,Trash - Curbside/Alley Missed Pickup,cust says missed,"3225 Doverside Dr, Nashville, TN 37207, United States",37207.0,RED RIVER,2202,3.0,1739416.99872583,694994.399095128,-86.77681118137592,36.240112563952906
122797,12/11/18,Trash - Curbside/Alley Missed Pickup,cust says consecutive misses,"2007 Baptist World Center Dr, Nashville, TN 37207, United States",37207.0,RED RIVER,3202,2.0,1735372.0550073,682497.502692987,-86.79018469083681,36.20569645933452
122802,12/11/18,Trash - Curbside/Alley Missed Pickup,missed...others on same street and area missed....,"906 FREE SILVER RD, 37207",37207.0,RED RIVER,3202,2.0,1733244.53780487,682835.254938443,-86.79740489749247,36.20657681812735
122803,12/11/18,Trash - Curbside/Alley Missed Pickup,missed,"922 N 5th St, Nashville, TN 37207, United States",37207.0,METRO,9202,5.0,1743278.59863162,675939.199767873,-86.76321330168832,36.18785397849442
122804,12/11/18,Trash - Curbside/Alley Missed Pickup,missed...,"1015 W Trinity Ln, Nashville, TN 37218, United States",37218.0,RED RIVER,3202,2.0,1728551.40041505,682624.798181872,-86.8133057633329,36.20589263665481
122805,12/11/18,Trash - Curbside/Alley Missed Pickup,"MISSED...caller states driver told him he would not empty the cart, he would have to call the supervisor and left.","2823 Dickerson Pike, Nashville, TN 37207, United States",37207.0,RED RIVER,2201,8.0,1743736.19832038,687539.99972342,-86.76196874900674,36.21972970552416
122810,12/11/18,Trash - Curbside/Alley Missed Pickup,missed- trash,"3067 Brick Church Pike, Nashville, TN 37207, United States",37207.0,RED RIVER,2202,2.0,1738341.79894515,691992.799130237,-86.78037582842914,36.231844137512894
122828,12/12/18,Trash - Curbside/Alley Missed Pickup,"trash missed pick up Curbside the {dead end part} Tuesday {guys are always in a hurry}. 
missed all the time - can you make a special note to not forget",6423 futura dr,37209.0,RED RIVER,4203,20.0,1707957.00033581,665309.600023525,-86.88257759043627,36.15783988062388
122831,12/12/18,Trash - Curbside/Alley Missed Pickup,"Curb trash/miss Tuesday, everything in trash/bags.","902 Free Silver Rd, Nashville, TN 37207, United States",37207.0,RED RIVER,3202,2.0,1733388.92184892,682669.120385096,-86.7969109402132,36.20612369959627
122884,12/12/18,Trash - Curbside/Alley Missed Pickup,"Trash/missed last Thursday, curb {wants to make sure they emptied this weeks garbage. Overflowing.",329 cherry st,37115.0,RED RIVER,3414,9.0,1759877.7989928,701650.399245105,-86.7075951542319,36.25882177981111
122886,12/12/18,Trash - Curbside/Alley Missed Pickup,"Trash/men came before 7 this morning, his cart was out by 7:00 a.m. {curb-Wednesday}. Truck must of came at 6:45.","3612 Meadow Dr, Nashville, TN 37215, United States",37215.0,RED RIVER,2303,24.0,1723728.20123248,652257.600626053,-86.82878159710891,36.1223661325137
122896,12/12/18,Trash - Curbside/Alley Missed Pickup,Missed- trash,"1408 23rd Ave N, Nashville, TN 37208, United States",37208.0,METRO,9201,21.0,1728690.26833149,670075.809657714,-86.81248198409128,36.17142531626297
122939,12/12/18,Trash - Curbside/Alley Missed Pickup,New Construction just moved in..unit-B,"1908 Sheridan Rd, Nashville, TN 37206, United States",37206.0,RED RIVER,1203,7.0,1756650.24191766,677778.554323643,-86.71794788632359,36.19318443031128
123041,12/12/18,Trash - Curbside/Alley Missed Pickup,cust says missed,"5026 HILL PLACE DR, 37205",37205.0,RED RIVER,1304,23.0,1713150.00170917,651366.690504501,-86.86457022893563,36.11966748998295
123056,12/12/18,Trash - Curbside/Alley Missed Pickup,cust says hers was skipped,"6006 California Ave, Nashville, TN 37209, United States",37209.0,METRO,9302,20.0,1714816.10417717,667991.818533384,-86.85942368326847,36.16537529905286
123083,12/12/18,Trash - Curbside/Alley Missed Pickup,Trash/curbside missed two weeks in row. Wednesday. UNIT-A  {#9307},"401 ST FRANCIS AVE, 37205",37205.0,METRO,9307,24.0,1725421.0011051,660128.801651519,-86.82327434532256,36.144026872537765
123084,12/12/18,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,"4007 Vailwood Dr, Nashville, TN 37215, United States",37215.0,RED RIVER,3304,34.0,1723083.69003007,646309.930585509,-86.83079281659809,36.106013324397495
123091,12/12/18,Trash Collection Complaint,States that since we took him carts trash has not been collected for 3 weeks.,"5409 Charlotte Pike, Nashville, TN 37209, United States",37209.0,RED RIVER,1308,24.0,1716320.9734757,662679.862136635,-86.85416872765674,36.15082014969782
123092,12/12/18,Trash - Curbside/Alley Missed Pickup,missed,"5105 Buena Vista Pike, Nashville, TN 37218, United States",37218.0,RED RIVER,3201,1.0,1724611.20027906,693038.339305401,-86.82695868195546,36.23440635125213
123109,12/12/18,Trash - Curbside/Alley Missed Pickup,Missed trash- caller said cart is by the alley not picked up since moving in,"2462 Eastland Ave, Nashville, TN 37206, United States",37206.0,RED RIVER,1201,6.0,1757398.21322989,672258.549377511,-86.71527642122683,36.17803658798194
123110,12/12/18,Trash - Curbside/Alley Missed Pickup,missed..others on the street missed.,"3033 Richmond Hill Dr, Nashville, TN 37207, United States",37207.0,RED RIVER,3201,2.0,1740152.19839184,691157.598964913,-86.77421533225788,36.22958946535864
123115,12/12/18,Trash Collection Complaint,Trash carts are not being placed back in the same area that they are left- it is slammed and ends up on it's side. Also places carts in front of the mailbox and USPS is not leaving his mail. He has a lot of video and is contacting the media.,"1900 Port James Cir, Nashville, TN 37013, United States",37013.0,RED RIVER,4310,33.0,1795516.97213747,624288.614384047,-86.58515021948567,36.04696062833985
123117,12/12/18,Trash - Curbside/Alley Missed Pickup,Emptied 1 cart but not the other.,"729 Park Cir, Nashville, TN 37205, United States",37205.0,METRO,9307,24.0,1725511.55897065,660971.774378755,-86.82299166101211,36.146344529578805
123123,12/12/18,Trash - Curbside/Alley Missed Pickup,Missed- trash. caller states the driver can put a happy holidays sticker on the cart but not take the trash.,"184 Carnavon Pkwy, Nashville, TN 37205, United States",37205.0,RED RIVER,1303,23.0,1701528.21504496,641299.948508573,-86.90360268184037,36.09172659799638
123125,12/12/18,Trash Collection Complaint,the trash collection crew is driving into the customer's yard leaving marks in the yard and they placed the cust's recycle cart in their bushes; cust says she has pictures,"3613 Pilcher Ave, Nashville, TN 37209, United States",37209.0,WASTE IND,2308,24.0,1723897.80059131,659796.80165593,-86.82842344754314,36.14307959255037
123127,12/12/18,Trash - Curbside/Alley Missed Pickup,missed trash- again several houses missed,3910 CAYLOR,37215.0,RED RIVER,3304,34.0,1724878.01800328,646181.600206124,-86.82471521575732,36.10570249873128
123129,12/12/18,Trash - Curbside/Alley Missed Pickup,Cart was not collected- Neighbor told her they seen the truck pick up the cart and it fell over so they proceeded to not empty it.,"310 Timmons St, Nashville, Tennessee, 37211",37211.0,RED RIVER,4304,16.0,1749132.99990798,646800.801113372,-86.74262587661342,36.107936928590405
123132,12/12/18,Trash - Backdoor,Missed paid backdoor pickup for 2 weeks straight.,"140 Brook Hollow Rd, Nashville, TN 37205, United States",37205.0,RED RIVER,1304,23.0,1707269.80138439,644459.200090732,-86.88426717447325,36.10054887476149
123136,12/12/18,Trash - Backdoor,Not collected fir 2 weeks,"2042 Fransworth Dr, Nashville, TN 37205, United States",37205.0,RED RIVER,1304,23.0,1712729.2504542,651869.880780445,-86.86600981981816,36.12103949001807
123137,12/12/18,Trash Collection Complaint,Neighbor had to flag down garbage truck in area to let them know all of Cherry Glen or 85 houses had been missed on Dec 12. Trash was finally collected at 5:30 pm.,"908 Cherry Plum Ct, Nashville, TN 37215, United States",37215.0,RED RIVER,3301,25.0,1727222.40115984,641206.240460086,-86.81663878433439,36.092089504291
123139,12/12/18,Trash - Curbside/Alley Missed Pickup,"Missed trash pickup, but had holiday card from PW on trash can...","180 Carnavon Pkwy, Nashville, TN 37205, United States",37205.0,RED RIVER,1303,23.0,1701630.56235142,641363.094637831,-86.90325826550128,36.091902650728734
123153,12/13/18,Trash - Backdoor,I think they just missed our entire street yesterday,"255 COLLIER AVE, 37211",37211.0,RED RIVER,4304,16.0,1750246.59946883,647240.000330338,-86.73886736234942,36.10916653945633
123195,12/13/18,Trash - Curbside/Alley Missed Pickup,Trash/curb missed Wednesday.,2210 sharondale dr,37215.0,RED RIVER,2305,25.0,1728119.24755576,652775.475266036,-86.81392907070253,36.12388992385471
123197,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed entire street,"730 Cameo Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,4303,16.0,1757113.6836417,649149.402982255,-86.71566788791463,36.11455174962965
123201,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed,"823 Percy Warner Blvd, Nashville, TN 37205, United States",37205.0,RED RIVER,1303,23.0,1706072.20156241,638146.401686085,-86.88812692929326,36.08317829990075
123202,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed entire street,"262 Collier Ave, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1749942.59890069,647448.800866358,-86.73990181991138,36.109733794536666
123204,12/13/18,Trash - Backdoor,Missed- backdoor pickup. Caller said the driver got her card but never took the trash,"3300 Hobbs Rd, Nashville, TN 37215, United States",37215.0,RED RIVER,3305,34.0,1723445.84468394,644878.576009322,-86.8295258262327,36.1020899310756
123207,12/13/18,Trash Collection Complaint,"Trash/men is leaving carts, when he comes he leave all carts on the street away from where people sit's the carts. Blocking there driveways. Lids flip back as well.","513 Amquiwood Ct, Nashville, TN 37115, United States",37115.0,RED RIVER,3412,8.0,1757056.398594,707247.99927087,-86.71730345881514,36.27414104262198
123212,12/13/18,Trash - Backdoor,"Backdoor trash/missed 3 weeks in a row, Wednesday. {Daughter came to visited notice weeks of garbage still inside cart.","950 Glendale Ln, Nashville, TN 37204, United States",37204.0,RED RIVER,3302,25.0,1735198.60102765,641461.601174768,-86.78965035226945,36.092970774132574
123214,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed.,"1312 Hildreth Dr, Nashville, TN 37215, United States",37215.0,RED RIVER,3303,34.0,1728062.60164694,637906.402070721,-86.81370227776507,36.08304425235845
123222,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed,"901 Paddock Park Dr, Nashville, Tennessee, 37220",37220.0,RED RIVER,3302S,34.0,1733295.38199487,639742.380923682,-86.79604452484404,36.08820581006808
123240,12/13/18,Trash - Curbside/Alley Missed Pickup,"One whole section, missed for trash/pickup. Wednesday. Unit-135 through 150 units. All carts are still out.",5039 Hillsboro Pike,37215.0,,,34.0,1724793.4875535,642839.864415094,-86.82490600840009,36.09652101382379
123243,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed- trash- others on the street missed,2812 27th Ave S,37212.0,RED RIVER,2305,18.0,1729022.37057246,652985.678741566,-86.81087713397285,36.12448792989244
123300,12/13/18,Trash - Curbside/Alley Missed Pickup,missed...the entire street was missed...,"202 LA VISTA DR, 37215",37215.0,RED RIVER,3301,34.0,1723437.80066894,641886.400968865,-86.82946721182425,36.09387043314015
123310,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed entire street.,"153 Mccall St, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1752857.79837085,643320.001336035,-86.72992885702062,36.09845231438362
123311,12/13/18,Trash - Curbside/Alley Missed Pickup,cust says cart was skipped and everyone else's was picked up,"927 Ilawood Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,4403,31.0,1759520.49859584,621798.855825618,-86.7068509032629,36.03946852750352
123314,12/13/18,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,"724 Cameo Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,4303,16.0,1757076.99944483,649399.20140785,-86.71579826660695,36.11523719612222
123339,12/13/18,Trash - Curbside/Alley Missed Pickup,Curbside trash/missed Wednesday.  Check for others,4209 kirtland rd,37215.0,RED RIVER,3303,25.0,1726556.20078963,643878.402921159,-86.81896921237592,36.09941448027557
123343,12/13/18,Trash - Curbside/Alley Missed Pickup,CARTS ARE RUNNING OVER- construction going on but it is accessible.,"167 ROSA L PARKS BLVD, 37203",37203.0,Metro,,19.0,1737193.00123479,666107.201805731,-86.78356809486786,36.16071442246929
123348,12/13/18,Trash - Curbside/Alley Missed Pickup,"135 and all the way down to 150 Jefferson Sq 37215. Trash missed Wednesday. Condos. {Also there were big trucks working at this location, so maybe they were blocking them from getting carts.","149 JEFFERSON SQ, 37215",37215.0,RED RIVER,3301,34.0,1723763.76149473,642992.063730874,-86.82839565421317,36.09691520315966
123350,12/13/18,Trash - Curbside/Alley Missed Pickup,Trash p/u was missed; doesn't want Codes to be on her becasue her trash keeps being missed.,"115 ROSE ST, 37210",37210.0,WASTE IND,4407,16.0,1749416.05927888,652262.682076915,-86.74180781582008,36.12294629994888
123351,12/13/18,Trash - Curbside/Alley Missed Pickup,missed...entire street was missed...,"210 La Vista Dr, Nashville, Tennessee, 37215",37215.0,RED RIVER,3301,34.0,1723289.8014338,641906.400277226,-86.82996869800571,36.09392192325485
123353,12/13/18,Trash - Curbside/Alley Missed Pickup,entire street was missed,"155 Mccall St, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1752760.99950217,643329.600291695,-86.73025674249293,36.09847669863943
123360,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed-trash,"2905 Simmons Ave, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1749576.19819511,647474.400060211,-86.74114283772163,36.1097964984186
123362,12/13/18,Trash Collection Complaint,"Trash/complaint, trash is on Wednesday's. Caller was walking and seen trash/truck and ask the men driver to go and check on the Cherry Plum Ct. 37215.  Also missed on Thanksgiving. That was not his route so he went on and pickup, it was late.","916 Cherry Plum Ct, Nashville, TN 37215, United States",37215.0,RED RIVER,3301,25.0,1727138.65022223,641149.9804091,-86.81692064884679,36.09193304113021
123363,12/13/18,Trash - Curbside/Alley Missed Pickup,missed...entire street missed...,"247 Collier Ave, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1750546.59898803,647198.400898294,-86.7378507313453,36.10905848534605
123364,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed the entire complex...there are 5 units..all were missed....,"3629 West End Ave, Nashville, TN 37205, United States",37205.0,RED RIVER,2304,24.0,1724320.23181193,656413.623910649,-86.82689600821855,36.13379613018209
123388,12/13/18,Trash - Curbside/Alley Missed Pickup,"Trash/missed alley Thursday,",1426 15th Ave S,37212.0,METRO,9407,17.0,1734874.39733907,658160.151023849,-86.79120454463464,36.13883335877779
123390,12/13/18,Trash - Curbside/Alley Missed Pickup,cust says missed,"716 Cameo Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,4303,16.0,1756712.99897286,649559.201811012,-86.71703455911452,36.11566938937184
123393,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed entire street,"258 Collier Ave, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1750112.19825952,647432.001209884,-86.73932725232883,36.109691167617946
123403,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed ..again,"1011 ELM HILL PIKE, 37210",37210.0,WASTE IND,4507,19.0,1751060.19951047,659827.401171562,-86.73643378015505,36.14376016927078
123420,12/13/18,Trash - Curbside/Alley Missed Pickup,trash for drummond dr and cameo dr was missed,"709 Drummond Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,4303,16.0,1756495.40087822,649063.200363333,-86.71775892598335,36.11430251744731
123425,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed - Overflow. Sold the home so she needs it all picked up.,"3501 Woodmont Ln, Nashville, TN 37215, United States",37215.0,RED RIVER,2303,24.0,1720425.20078764,650202.701868024,-86.83990508890496,36.11664414019722
123428,12/13/18,Trash - Backdoor,First week backdoor- missed.,"359 Willard Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,3405,30.0,1760646.59995051,636174.40102091,-86.70339157701927,36.078980267217766
123432,12/13/18,Trash - Curbside/Alley Missed Pickup,Missed.,"1261 1st Ave S, Nashville, TN 37210, United States",37210.0,WASTE IND,4409,17.0,1743735.12979099,659478.767735181,-86.76123244983395,36.14264853934528
123434,12/13/18,Trash - Curbside/Alley Missed Pickup,missed...others on street missed....,"2905 Dobbs Ave, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1751018.39230882,647296.236636227,-86.73625609304766,36.10933699548043
123435,12/13/18,Trash - Curbside/Alley Missed Pickup,"I also phoned in this request, but I would like to receive feedback when this is resolved.","1261 1st Ave S, Nashville, TN 37210, United States",37210.0,WASTE IND,4409,17.0,1743735.12979099,659478.767735181,-86.76123244983395,36.14264853934528
123436,12/13/18,Trash - Curbside/Alley Missed Pickup,missed....others on street missed....,"870 Kirkwood Ave, Nashville, TN 37204, United States",37204.0,METRO,9404,17.0,1737129.43956632,651484.098139041,-86.78338689514929,36.12054458815839
123438,12/13/18,Trash - Curbside/Alley Missed Pickup,"neighbors trash  was leaning up against mine i think from the wind blowing it over,  and for some reason their trash was emptied but mine was not.","763 Huntington Pkwy, Nashville, TN 37211, United States",37211.0,RED RIVER,3402,27.0,1749264.40923501,626185.461815666,-86.7416521719359,36.05131000890764
123442,12/13/18,Trash Collection Complaint,"Since a smaller truck has been collecting our trash, instead of the regular big truck, all of our trash has not been taken on occasion and last week, my husband had to sweep up glass from the street along with other personal trash items which were left behind by the collector. This is not the first time trash has been spilled and left for us to clean up. I was hoping that it would improve, but it has not. When the bigger truck serviced our area, these issues did not occur. Suffice it to say, I will not be leaving this guy my normal monetary tip this year for Xmas. Is there a way we can get back in rotation with the big truck? There is enough in life to worry about without having to wonder if when you get home from work how much trash will you have to clean up off the street.
 Sonia Mussaw","805 Dresden Ct, Nashville, TN 37013, United States",37013.0,RED RIVER,3502,33.0,1790966.78814957,635326.600123852,-86.60077096039124,36.077206322484
123456,12/13/18,Trash - Curbside/Alley Missed Pickup,All neighbors pickup was missed,"2813 Vaulx Ln, Nashville, TN 37204, United States",37204.0,METRO,9404,17.0,1738068.19803808,652071.001756185,-86.78022437295219,36.12217737139986
123458,12/13/18,Trash - Curbside/Alley Missed Pickup,My trash plus the entire street was missed. I set my trash out the night before.,"193 Mccall St, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1751021.0438447,643555.964284825,-86.73615187497899,36.09906270239296
123459,12/13/18,Trash - Curbside/Alley Missed Pickup,The entire alley was missed. No one in our alley had the trash picked up.,"11 N Hill St, Nashville, TN 37210, United States",37210.0,WASTE IND,4409,17.0,1743623.90872936,660381.389683278,-86.76163290734559,36.14512559129352
123460,12/13/18,Trash Collection Complaint,Why do the trash men always leave a mess? They are being paid to collect trash not leave a mess! This is unacceptable.,"1144 Fernbank Dr, Nashville, TN 37115, United States",37115.0,RED RIVER,3312,7.0,1759384.7993212,696475.998198115,-86.70914006406643,36.24459868803076
123466,12/14/18,Trash - Curbside/Alley Missed Pickup,Curb Trash/cart A & B {Thursday}.,"2807 W KIRKWOOD AVE, 37204",37204.0,METRO,9404,17.0,1737680.79239214,651959.706486805,-86.78153303377647,36.12186315997646
123469,12/14/18,Trash - Curbside/Alley Missed Pickup,missed pick up {curb} neighbors moved her cart and blocking it. She'd talked to them.,612 sue ct,37013.0,RED RIVER,4404,31.0,1762822.59870574,625117.60124886,-86.69576208217782,36.04865011829786
123510,12/14/18,Trash Collection Complaint,My can was 3 ft out in street after they dumped. My neighbors trash was out of CAn all over when they dumped they watched it blow all over. Never picked up. Leaving the neighborhood on Due West it was like a video game trying to avoid the trash cans that were out in the street. Never had this problem with McCurty trash pickup.,"1329 Fernbank Dr, Nashville, TN 37115, United States",37115.0,RED RIVER,3312,7.0,1758654.59997697,695265.397935265,-86.71158634035058,36.24125878702366
123512,12/14/18,Trash - Curbside/Alley Missed Pickup,Missed- trash- others on the street missed.,"614 Southgate Ave, Nashville, TN 37203, United States",37203.0,METRO,9404,17.0,1740981.93124846,657228.525975135,-86.77049658645868,36.136408119718816
123514,12/14/18,Trash - Curbside/Alley Missed Pickup,Missed- trash,"5424 Eulala Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,3403,31.0,1760702.59880542,625404.000763478,-86.70294029561512,36.04939524099608
123515,12/14/18,Trash - Backdoor,cart stays out been missed for again. 2 weeks Wednesday.,"6633 Jocelyn Hollow Rd, Nashville, TN 37205, United States",37205.0,RED RIVER,1304,23.0,1699158.60074356,642959.200515948,-86.91167481828995,36.09622405956056
123517,12/14/18,Trash - Curbside/Alley Missed Pickup,"Trash/miss curbside,  out night before. Thursday.","532 E Maple St, Nashville, TN 37115, United States",37115.0,RED RIVER,3414,9.0,1761702.59786236,702492.598277914,-86.70142657112844,36.26117125007009
123522,12/14/18,Trash - Curbside/Alley Missed Pickup,"Trash/cart missed 2 weeks in row, {cart sit's on Douglas side} curb. Called in Monday did not see a ticket. Wants cart emptied today. Thursday.","231 W Old Hickory Blvd, Nashville, TN 37115, United States",37115.0,RED RIVER,3414,8.0,1757896.47837686,703209.478601203,-86.71435366588109,36.263064782838605
123527,12/14/18,Trash - Curbside/Alley Missed Pickup,Wants to speak to someone at PW not the hub. Said his trash was missed and now there are homeless people going through his trash looking for cans. He says PW probably won't pick it up now; he is requesting a new can.,"1913 Electric Ave, Nashville, Tennessee, 37206",37206.0,METRO,9508,6.0,1751058.62639776,668302.533027832,-86.7366551590513,36.167040608194114
123532,12/14/18,Trash - Curbside/Alley Missed Pickup,cart still out,5395 cane ridge rd,37013.0,RED RIVER,4405,32.0,1773711.39993429,621199.201091121,-86.65883954015841,36.03809326593666
123539,12/14/18,Trash - Curbside/Alley Missed Pickup,This is a commercial pickup. Small roll out cart. Ours and two doors down were not picked up on Thursday. Carts were out Wednesday night.,"2932 Foster Creighton Dr, Nashville, TN 37204, United States",37204.0,METRO,9404,16.0,1745897.7996315,646810.200214462,-86.75357785623203,36.10789481451925
123540,12/14/18,Trash - Curbside/Alley Missed Pickup,Missed- trash- Said driver had time to put a christmas card on the can but didn't empty his trash. Others missed,"827 3rd Ave N, Nashville, TN 37201, United States",37201.0,WASTE IND,3207,19.0,1737429.2985937,670145.576047296,-86.7828770862574,36.171812616932016
123542,12/14/18,Trash - Curbside/Alley Missed Pickup,Entire street was missed on Sue Drive. Regular pick up day is Thursday--this is the 2nd time this has happened.,"616 SUE DR, 37013",37013.0,RED RIVER,4404,31.0,1763038.89675629,624474.008190216,-86.69501495655504,36.04688639165028
123545,12/14/18,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,"820 Horner Ave, Nashville, TN 37204, United States",37204.0,METRO,9404,17.0,1738700.99894991,652088.600830942,-86.77808232184772,36.12223955387901
123554,12/14/18,Trash - Curbside/Alley Missed Pickup,Regular pick up day is Wednesday. Entire street was missed from 147 to 193 McCall St. They only picked up on one side of the street.,"193 McCall St, Nashville, Tennessee, 37211",37211.0,RED RIVER,4304,16.0,1751021.0438447,643555.964284825,-86.73615187497899,36.09906270239296
123560,12/14/18,Trash - Curbside/Alley Missed Pickup,Missed- trash,"183 Mccall St, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1751450.64410601,643499.164032871,-86.7346963178998,36.098915542546536
123562,12/14/18,Trash - Curbside/Alley Missed Pickup,missed-this is downtown district. Caller says they haven't been picked up in 2 weeks.,"117 Union St, Nashville, TN 37201, United States",37201.0,,,19.0,1738996.64124373,667980.976917622,-86.7775088272589,36.16590101015869
123563,12/14/18,Trash - Curbside/Alley Missed Pickup,Missed entire street.,"185 Mccall St, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1751368.2446602,643517.56252591,-86.73497569124689,36.09896438284104
123584,12/14/18,Trash Collection Complaint,Cart is sitting in the roadway after collection- truck has also pulled down cable wire. Dissatisfied with current service by Red River.,"404 Bluegrass Ave, Nashville, TN 37115, United States",37115.0,RED RIVER,3312,7.0,1758272.99845149,696101.599352199,-86.71290096122173,36.24354808176435
123587,12/14/18,Trash - Curbside/Alley Missed Pickup,Missed- trash-others on the street missed,"812 Kirkwood Ave, Nashville, TN 37204, United States",37204.0,METRO,9404,17.0,1738974.59985698,651751.000949861,-86.77714689168695,36.12131816212403
123591,12/14/18,Trash - Curbside/Alley Missed Pickup,We noticed our neighbor to the right didn't get there's picked up we're hoping there was no confusion in them not paying for a service and public works mistakenly thought our bin was theirs.  We went ahead and moved our bin front of our yard to avoid any further mistake.,"5306 Townes Ct, Nashville, TN 37211, United States",37211.0,RED RIVER,4404,27.0,1761184.46360189,627002.161381485,-86.7013490339934,36.05379487492304
123596,12/14/18,Trash - Curbside/Alley Missed Pickup,Curb trash/miss pickup Friday. Needs to emptied & neighbors already moved them back.,"921 MCCLURKAN AVE, 37206",37206.0,METRO,9503,5.0,1747767.88633825,679233.054392672,-86.74808625911187,36.19699703014725
123597,12/14/18,Trash - Curbside/Alley Missed Pickup,Missed entire street.,"1706 Stewart Pl, Nashville, TN 37203, United States",37203.0,METRO,9404,17.0,1740750.1744984,656979.558511882,-86.77127476056316,36.13571921089072
123599,12/14/18,Trash - Curbside/Alley Missed Pickup,Wednesday Trash miss pickup. Curb {The whole street},399 glen west dr,37215.0,RED RIVER,3305,25.0,1729966.44003101,646604.268877721,-86.80750235797973,36.10698010086948
123603,12/14/18,Trash - Curbside/Alley Missed Pickup,Looks like the whole street was missed for pick up yesterday,"1716 Stewart Pl, Nashville, TN 37203, United States",37203.0,METRO,9404,17.0,1740774.56729084,656757.223386362,-86.77118622486708,36.13510900157631
123608,12/14/18,Trash - Curbside/Alley Missed Pickup,Trash missed the whole street. UNIT-B {curb} Thursday.,1706 Stewart Pl,37203.0,,,17.0,1740772.42447449,657001.513068159,-86.77120000000002,36.135779999999954
123609,12/14/18,Trash - Curbside/Alley Missed Pickup,missed,"2811 Vaulx Ln, Nashville, TN 37204, United States",37204.0,METRO,9404,17.0,1738029.79825792,652118.201073721,-86.78035566039976,36.122306183598354
123654,12/14/18,Trash - Curbside/Alley Missed Pickup,Missed.,"191 Mccall St, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1751115.44445853,643548.763584012,-86.73583216393823,36.09904487253586
123656,12/14/18,Trash - Curbside/Alley Missed Pickup,Entire street was not picked up yesterday.  Also other streets in this area were missed.,"1808 Stewart Pl, Nashville, TN 37203, United States",37203.0,METRO,9404,17.0,1740746.96163625,656500.970251766,-86.77127286809305,36.13440449638819
123657,12/14/18,Trash - Curbside/Alley Missed Pickup,the area was missed,"305 Chateau Glen Pl, Nashville, TN 37215, United States",37215.0,RED RIVER,3305,25.0,1730231.50259678,646586.226561145,-86.80660458484321,36.10693654419518
123666,12/14/18,Trash - Curbside/Alley Missed Pickup,This is the third time this year pick up has been missed. This is a corner house and not sure it that is the difference but can is placed the exact same place as always at end of driveway. The trash pick up was the same day as my monthly recycling pick up and the recycling was picked up but trash was not. My regular day is Wednesday and was placed there Tuesday night as always. Can is still there and all neighbors was picked up.,"2801 W Linden Ave, Nashville, TN 37212, United States",37212.0,RED RIVER,2305,18.0,1728569.00146856,654356.801799723,-86.81245072256195,36.12824396613701
123670,12/14/18,Trash - Curbside/Alley Missed Pickup,MISSED...ENTIRE STREET MISSED...,"2817 Vaulx Ln, Nashville, TN 37204, United States",37204.0,METRO,9404,17.0,1738128.19992068,651980.600212525,-86.78001878025108,36.12193035854015
123672,12/14/18,Trash - Curbside/Alley Missed Pickup,The whole street was missed on the Thursday pickup this week (Thursday December 13th). Neighbor as well.,1704 Martin St,37203.0,METRO,9404,17.0,1741163.47834884,656941.653537325,-86.76987415515087,36.135624028073536
123675,12/14/18,Trash - Curbside/Alley Missed Pickup,"Only one side of the McCall St, it's a mess. Curb/Wednesday trash/missed. Wednesday.",165 McCall St,37211.0,RED RIVER,4304,16.0,1752295.39969432,643404.001597164,-86.73183457966,36.09867152199308
